ticket_id,name,T2,T3,T31,T32,T33,T34,T35
110107151030721, ,6,5,1,0,0,2,2
110107151031321, ,0,4,1,0,1,0,2
110107151032421, ,4,1,1,0,0,0,0
110107151033621, ,0,5,1,0,2,0,2
140702051583421, ,2,1,1,0,0,0,0
140702021032021, ,99,495,99,99,99,99,99
140702021032121, ,99,99,99,0,0,0,0
140702021042121, ,0,3,0,0,1,0,2
140702021044421, ,0,1,1,0,0,0,0
140702021045021, ,2,0,0,0,0,0,0
140702031070621, ,4,1,0,0,1,0,0
140702031072521, ,4,3,1,0,0,2,0
140702031074321, ,0,1,1,0,0,0,0
140702031080721, ,4,4,1,0,1,0,2
140702031083721, ,4,1,1,0,0,0,0
140702031084821, ,2,4,1,0,1,0,2
140702031092521, ,2,3,1,0,0,0,2
140702031094221, ,99,495,99,99,99,99,99
140702031121821, ,4,1,1,0,0,0,0
140702031124221, ,99,1,1,0,0,0,0
140702041031221, ,99,0,0,0,0,0,0
140702041033021, ,4,0,0,0,0,0,0
140702041034221, ,2,5,1,0,0,2,2
140702041034321, ,4,2,1,0,1,0,0
140702131041521, ,0,99,99,0,0,0,0
140702131042121, ,99,99,99,0,0,0,0
140702141090421, ,99,99,99,0,0,0,0
140702081922721, ,2,0,0,0,0,0,0
140702081924421, ,0,99,99,0,0,0,0
140702081944321, ,99,1,1,0,0,0,0
140702091800821, ,0,2,1,0,1,0,0
140702091803821, ,4,99,99,0,0,0,0
140702091820921, ,0,0,0,0,0,0,0
140702091830721, ,0,99,99,0,0,0,0
140702091850521, ,4,1,1,0,0,0,0
140702091852221, ,99,495,99,99,99,99,99
140702101510521, ,4,3,1,0,0,2,0
140702101553421, ,99,495,99,99,99,99,99
140702101554121, ,0,3,0,0,1,0,2
140702101561821, ,4,5,1,0,0,2,2
140702101563021, ,4,1,0,0,1,0,0
140702101563721, ,4,0,0,0,0,0,0
330300071054521, ,6,5,1,0,0,2,2
330300071070321, ,4,6,1,0,1,2,2
330300071093021, ,99,495,99,99,99,99,99
330300081030921, ,2,5,1,0,0,2,2
330300081031521, ,6,5,1,1,1,0,2
330300081032121, ,2,1,1,0,0,0,0
330300081053221, ,4,3,0,0,1,0,2
330300081101221, ,4,99,99,0,0,0,0
330300081101821, ,6,4,1,1,0,0,2
330300081104321, ,4,5,1,1,1,0,2
330300081104821, ,0,4,1,1,0,0,2
330300081122521, ,0,1,1,0,0,0,0
330300081123621, ,4,4,1,1,0,0,2
330300121033621, ,2,4,1,0,1,0,2
330300121104021, ,99,495,99,99,99,99,99
330300121113321, ,2,1,1,0,0,0,0
330300121024021, ,0,99,99,0,0,0,0
330300241031321, ,99,495,99,99,99,99,99
330300241033021, ,4,4,1,1,0,0,2
330300241033121, ,4,3,1,0,0,0,2
330300241033721, ,99,495,99,99,99,99,99
330300241061121, ,2,1,0,0,1,0,0
330300241064121, ,99,0,0,0,0,0,0
330300251010421, ,99,0,0,0,0,0,0
330300251011621, ,4,6,1,1,2,0,2
330300251014121, ,2,4,1,1,0,0,2
330300251050221, ,99,495,99,99,99,99,99
330300161012221, ,0,495,99,99,99,99,99
330300161012921, ,99,99,99,0,0,0,0
330300161013421, ,4,4,1,1,0,0,2
330300161092021, ,4,3,0,0,1,2,0
330300161092121, ,4,3,1,0,0,0,2
330300161093321, ,0,3,0,0,1,0,2
330300171060521, ,0,0,0,0,0,0,0
330300181011521, ,99,99,99,0,0,0,0
330300181080321, ,4,5,1,1,1,0,2
330300181080821, ,4,1,1,0,0,0,0
140702101564321, ,4,0,0,0,0,0,0
140702101580121, ,0,4,1,0,1,0,2
140702101580721, ,0,99,99,0,0,0,0
140702101583021, ,99,495,99,99,99,99,99
140702101584321, ,99,495,99,99,99,99,99
140702101591021, ,2,4,1,0,1,0,2
140702101592221, ,99,495,99,99,99,99,99
140702101593521, ,0,0,0,0,0,0,0
140702111341821, ,4,99,99,0,0,0,0
140702111370521, ,4,495,99,99,99,99,99
140702111380621, ,99,495,99,99,99,99,99
140702111383121, ,2,4,1,0,1,0,2
140702111392621, ,2,2,0,0,0,2,0
140702111400121, ,4,1,1,0,0,0,0
140702111403721, ,6,6,1,1,2,0,2
140702111422121, ,4,5,1,0,0,2,2
140702111441621, ,99,495,99,99,99,99,99
140702121621321, ,0,3,1,0,0,0,2
140702121661221, ,6,3,0,0,1,0,2
140702121664321, ,2,1,1,0,0,0,0
140702121684721, ,99,99,99,0,0,0,0
140702121685221, ,2,4,1,0,1,0,2
140702121713021, ,4,4,0,1,1,0,2
140702121714821, ,99,99,99,0,0,0,0
140702121724421, ,4,1,0,0,1,0,0
140702121725021, ,0,3,1,0,0,0,2
140702131011021, ,4,3,0,0,1,0,2
140702131012321, ,0,99,99,0,0,0,0
140702131020421, ,99,0,0,0,0,0,0
140702171161921, ,0,1,1,0,0,0,0
140702191053321, ,2,3,1,0,0,0,2
140702211232821, ,0,0,0,0,0,0,0
140702221202621, ,0,1,1,0,0,0,0
140702221211621, ,0,0,0,0,0,0,0
140729011011621, ,4,99,99,0,0,0,0
140729021000221, ,99,99,99,0,0,0,0
140729021001521, ,99,495,99,99,99,99,99
140729021982921, ,0,7,1,1,1,2,2
140729041483521, ,99,99,99,0,0,0,0
140729041484121, ,4,1,1,0,0,0,0
140729041494621, ,0,495,99,99,99,99,99
140729051782221, ,99,99,99,0,0,0,0
140729051782321, ,99,99,99,0,0,0,0
140729061640121, ,99,495,99,99,99,99,99
140729061643621, ,99,495,99,99,99,99,99
140729061644221, ,99,495,99,99,99,99,99
140702191063821, ,4,99,99,0,0,0,0
140702201003021, ,2,99,99,0,0,0,0
140702201003121, ,99,495,99,99,99,99,99
140702201004321, ,99,495,99,99,99,99,99
140702201031221, ,99,99,99,0,0,0,0
140702201992021, ,99,99,99,0,0,0,0
140702201992121, ,2,99,99,0,0,0,0
140702151051621, ,99,99,99,0,0,0,0
140702151053421, ,2,495,99,99,99,99,99
140702151061721, ,0,4,1,1,0,0,2
140702151082621, ,99,99,99,0,0,0,0
140702161540121, ,99,1,0,0,1,0,0
140702161541821, ,99,495,99,99,99,99,99
140702161551321, ,4,0,0,0,0,0,0
140702161553121, ,99,0,0,0,0,0,0
140702161561021, ,0,4,1,1,0,0,2
140702161561121, ,0,6,1,0,1,2,2
140702161562921, ,2,4,1,1,0,0,2
140702161563421, ,2,1,1,0,0,0,0
140702171121121, ,0,2,1,0,1,0,0
140702171122321, ,99,495,99,99,99,99,99
140729131390221, ,0,3,1,0,0,2,0
140729131411421, ,0,1,1,0,0,0,0
140729131414521, ,99,495,99,99,99,99,99
140729151263521, ,0,3,0,0,1,0,2
140729071011521, ,4,1,1,0,0,0,0
140729071020321, ,4,5,1,0,0,2,2
140729071022721, ,0,1,1,0,0,0,0
140729071025121, ,2,3,0,0,1,0,2
140729071921421, ,6,99,99,0,0,0,0
140729071941421, ,4,3,1,0,0,0,2
140729071945021, ,4,1,1,0,0,0,0
140729071962521, ,4,99,99,0,0,0,0
140729071980621, ,2,99,99,0,0,0,0
140729071981321, ,99,495,99,99,99,99,99
140729071993021, ,0,99,99,0,0,0,0
140729071994221, ,99,99,99,0,0,0,0
140729081603821, ,99,99,99,0,0,0,0
140729081614221, ,99,99,99,0,0,0,0
140729081640221, ,99,0,0,0,0,0,0
140729081640821, ,99,495,99,99,99,99,99
140729081644421, ,0,99,99,0,0,0,0
140729081654821, ,0,99,99,0,0,0,0
140729081680221, ,4,99,99,0,0,0,0
140729081680321, ,99,495,99,99,99,99,99
140729081680921, ,99,1,0,0,1,0,0
140729081682121, ,4,1,0,0,1,0,0
140729081682621, ,99,99,99,0,0,0,0
140729081691921, ,0,1,0,0,1,0,0
140729081694321, ,99,99,99,0,0,0,0
140729081722821, ,2,495,99,99,99,99,99
140729081722921, ,2,0,0,0,0,0,0
140729081733321, ,2,4,0,0,2,0,2
140729081735121, ,99,495,99,99,99,99,99
140729091350621, ,99,99,99,0,0,0,0
140729091373521, ,4,0,0,0,0,0,0
140729091383221, ,4,3,0,0,1,0,2
140729101370721, ,4,6,1,0,1,2,2
140729101371921, ,0,5,1,0,0,2,2
140729101401021, ,0,3,1,0,0,0,2
140729101401121, ,0,1,0,0,1,0,0
140729101421221, ,2,4,1,1,0,0,2
140729111191721, ,0,1,1,0,0,0,0
140729111192821, ,4,495,99,99,99,99,99
140729121911621, ,99,99,99,0,0,0,0
140729131370321, ,99,99,99,0,0,0,0
140729131372021, ,0,495,99,99,99,99,99
310101021052221, ,6,3,1,0,0,0,2
310101021060321, ,4,6,1,0,1,2,2
310101021112021, ,4,4,1,1,0,0,2
310101031022621, ,4,1,1,0,0,0,0
310101061021921, ,6,3,1,0,0,0,2
310101061023021, ,99,99,99,0,0,0,0
310101061041221, ,99,99,99,0,0,0,0
310101061043021, ,0,1,1,0,0,0,0
310101071030421, ,0,2,1,0,1,0,0
310101071031121, ,4,3,1,0,0,0,2
310101071050921, ,2,5,1,0,0,2,2
310101071072321, ,0,4,1,0,1,0,2
310101071072921, ,6,99,99,0,0,0,0
310101071073521, ,6,3,1,0,0,0,2
310101081012521, ,6,99,99,0,0,0,0
310101081013121, ,4,1,1,0,0,0,0
310101081021321, ,2,3,1,0,0,0,2
310101081051721, ,0,7,1,0,2,2,2
330300011030621, ,99,495,99,99,99,99,99
330300011041621, ,0,1,0,0,1,0,0
330300011042921, ,4,4,1,1,0,0,2
330300011062021, ,2,1,1,0,0,0,0
330300011070821, ,4,3,1,0,0,0,2
330300011073921, ,4,4,1,1,0,0,2
310101031042321, ,4,1,1,0,0,0,0
310101041011321, ,99,495,99,99,99,99,99
310101041021821, ,2,2,0,0,0,0,2
310101051032621, ,2,3,1,0,0,0,2
140729171710121, ,0,0,0,0,0,0,0
140729181770721, ,0,495,99,99,99,99,99
140729181773121, ,0,5,0,0,1,2,2
140729181781021, ,4,1,1,0,0,0,0
310101011010421, ,99,495,99,99,99,99,99
310101011023621, ,4,4,1,0,1,0,2
310101011051321, ,0,3,0,0,1,0,2
310101011062421, ,2,5,1,0,2,0,2
310101021013521, ,0,495,99,99,99,99,99
330300081143921, ,4,4,1,1,0,0,2
330300091013321, ,2,2,1,0,1,0,0
330300091083921, ,0,4,1,0,1,0,2
330300091101321, ,6,4,1,1,0,0,2
330300101012421, ,4,4,1,0,1,0,2
330300011111621, ,99,99,99,0,0,0,0
330300021073921, ,0,0,0,0,0,0,0
330300021074421, ,0,3,1,0,0,0,2
330300021113221, ,2,1,0,0,1,0,0
330300031021221, ,4,3,1,0,2,0,0
330300031021321, ,99,0,0,0,0,0,0
330300031030221, ,4,1,1,0,0,0,0
330300031030821, ,99,1,1,0,0,0,0
330300031031421, ,2,3,1,0,0,0,2
330300031031521, ,2,99,99,0,0,0,0
330300031032621, ,4,1,1,0,0,0,0
330300031032721, ,99,495,99,99,99,99,99
330300041041121, ,0,5,1,0,2,0,2
330300041043421, ,99,0,0,0,0,0,0
330300041071721, ,99,495,99,99,99,99,99
330300041072321, ,99,99,99,0,0,0,0
330300041102821, ,0,3,1,0,0,0,2
330300041103521, ,4,5,1,1,1,0,2
330300041115121, ,99,99,99,0,0,0,0
330300051100321, ,0,3,1,0,0,0,2
330300051100921, ,2,5,1,0,0,2,2
330300051102021, ,2,3,0,0,1,0,2
330300051103221, ,0,3,1,0,0,0,2
330300051104421, ,2,4,1,0,1,0,2
330300051110321, ,0,0,0,0,0,0,0
330300051112021, ,4,99,99,0,0,0,0
330300051113921, ,6,3,1,0,0,0,2
330300051120521, ,4,5,1,1,1,0,2
330300051122321, ,99,3,1,0,0,0,2
330300051124021, ,99,495,99,99,99,99,99
330300061050921, ,0,3,0,0,1,0,2
330300061052021, ,99,495,99,99,99,99,99
330300071043821, ,2,495,99,99,99,99,99
140729071020821, ,99,0,0,0,0,0,0
140729071923221, ,4,495,99,99,99,99,99
140702111381321, ,0,99,99,0,0,0,0
140702111403121, ,99,1,1,0,0,0,0
140702111423221, ,2,2,1,0,1,0,0
140702111444621, ,99,495,99,99,99,99,99
140702121623121, ,4,1,1,0,0,0,0
140702121652221, ,4,3,1,0,0,0,2
140702121663121, ,6,4,1,1,0,0,2
140702121710621, ,4,4,1,0,1,0,2
140702121723321, ,2,3,1,0,0,0,2
140702131021621, ,99,99,99,0,0,0,0
140702171162421, ,99,495,99,99,99,99,99
140702191040221, ,6,4,1,1,0,0,2
140702191043321, ,4,5,0,0,1,2,2
140702201994421, ,99,495,99,99,99,99,99
140702211242521, ,0,1,1,0,0,0,0
140729021982321, ,4,495,99,99,99,99,99
140702201034321, ,0,0,0,0,0,0,0
140702201990821, ,99,495,99,99,99,99,99
140702151071721, ,99,495,99,99,99,99,99
140702151080821, ,99,495,99,99,99,99,99
140702161543621, ,99,99,99,0,0,0,0
140702161560421, ,2,3,1,0,0,0,2
140702171112121, ,99,99,99,0,0,0,0
140702171140421, ,0,99,99,0,0,0,0
140729131373821, ,99,495,99,99,99,99,99
140729141110921, ,99,495,99,99,99,99,99
140729071013221, ,2,1,1,0,0,0,0
140729071922621, ,0,495,99,99,99,99,99
140729071945121, ,0,4,1,1,0,0,2
140729071961321, ,0,99,99,0,0,0,0
140729071963621, ,0,495,99,99,99,99,99
140729071982421, ,0,495,99,99,99,99,99
140729071994921, ,0,1,1,0,0,0,0
140729071940821, ,4,99,99,0,0,0,0
140729071942021, ,0,495,99,99,99,99,99
330300181092621, ,99,1,1,0,0,0,0
330300191050921, ,2,1,1,0,0,0,0
330300191053821, ,4,2,1,0,1,0,0
330300191060821, ,4,3,1,0,0,0,2
330300191062721, ,2,3,1,0,0,0,2
330300191063221, ,4,1,1,0,0,0,0
330300191072021, ,0,7,1,0,2,2,2
330300191073921, ,2,5,1,0,2,0,2
330300191080821, ,0,0,0,0,0,0,0
330300201011021, ,99,495,99,99,99,99,99
330300201014721, ,99,0,0,0,0,0,0
330300201062621, ,0,495,99,99,99,99,99
330300201063321, ,4,1,1,0,0,0,0
330300201110421, ,4,1,1,0,0,0,0
330300201111121, ,2,5,0,0,1,2,2
330300201133321, ,2,0,0,0,0,0,0
330300211052521, ,0,3,1,0,0,0,2
330300211060221, ,2,3,1,0,0,0,2
330300221010321, ,2,1,1,0,0,0,0
330300221012021, ,2,2,1,0,1,0,0
330300221092221, ,0,3,1,0,0,0,2
330300221092321, ,99,495,99,99,99,99,99
330300221094121, ,4,3,1,0,0,2,0
330300221110721, ,0,495,99,99,99,99,99
330300221142321, ,4,3,1,0,0,0,2
330300221142921, ,4,1,1,0,0,0,0
330300221143521, ,6,3,1,0,0,0,2
330300221221921, ,4,99,99,0,0,0,0
330300231242621, ,0,3,1,0,0,0,2
330300231243321, ,99,99,99,0,0,0,0
330300231253021, ,99,495,99,99,99,99,99
330300231260221, ,4,495,99,99,99,99,99
330300271053221, ,99,99,99,0,0,0,0
330300271073621, ,2,1,1,0,0,0,0
330300271102521, ,2,7,1,0,2,2,2
330300271123221, ,2,1,1,0,0,0,0
330300281084021, ,99,495,99,99,99,99,99
330300281190521, ,2,4,1,0,1,0,2
330300281202421, ,2,99,99,0,0,0,0
330300281203721, ,0,2,1,0,1,0,0
330300281204321, ,6,4,1,0,1,0,2
330300291013321, ,2,4,1,0,1,0,2
330300291014521, ,0,1,0,0,1,0,0
330300291031021, ,2,4,1,1,0,0,2
330300301102621, ,6,495,99,99,99,99,99
330300301120321, ,4,5,1,0,0,2,2
330300301123321, ,4,4,1,0,1,0,2
330300301141621, ,6,4,1,1,0,0,2
330300311010821, ,2,0,0,0,0,0,0
330300311020321, ,4,3,1,0,0,2,0
330300281122421, ,4,6,1,0,1,2,2
330300281153521, ,99,495,99,99,99,99,99
330300251055121, ,6,4,1,1,0,0,2
330300251122921, ,2,3,0,0,1,0,2
330300251160421, ,2,3,1,0,0,0,2
330300251161621, ,6,1,1,0,0,0,0
330300251164121, ,99,0,0,0,0,0,0
330300321021121, ,0,495,99,99,99,99,99
330300321061921, ,0,99,99,0,0,0,0
330300321063021, ,99,99,99,0,0,0,0
330300331033021, ,0,0,0,0,0,0,0
330300331063121, ,4,99,99,0,0,0,0
330300331141721, ,0,2,1,1,0,0,0
330300331160521, ,0,5,1,1,1,0,2
330300331161021, ,0,2,1,0,1,0,0
330300331163521, ,6,4,1,0,1,0,2
110107041090121, ,4,5,1,0,2,0,2
110107041091921, ,4,3,0,0,1,0,2
110107041092521, ,4,5,1,0,0,2,2
110107041113721, ,4,4,1,1,0,0,2
110107041122521, ,2,3,1,0,0,0,2
110107051011421, ,99,99,99,0,0,0,0
110107051012121, ,99,495,99,99,99,99,99
110107061060121, ,4,7,1,1,1,2,2
110107061062521, ,4,3,0,0,1,0,2
110107061081121, ,2,5,1,1,1,0,2
110107071012221, ,2,4,1,0,1,0,2
110107071031221, ,0,3,1,0,0,0,2
110107051020521, ,0,5,1,0,0,2,2
110107051041721, ,99,99,99,0,0,0,0
110107051044021, ,2,3,1,0,0,0,2
110107051060221, ,4,8,1,1,2,2,2
110107021030121, ,99,99,99,0,0,0,0
110107021033621, ,4,4,0,0,2,0,2
110107021040621, ,4,1,0,0,1,0,0
110107031022421, ,4,3,0,0,1,0,2
110107031032821, ,0,1,1,0,0,0,0
110107041010421, ,99,495,99,99,99,99,99
110107041022921, ,6,1,1,0,0,0,0
110107041023521, ,0,3,0,0,1,0,2
110107041050221, ,4,4,1,1,0,0,2
110107041062121, ,6,5,1,1,1,0,2
110107041072821, ,4,4,0,1,1,0,2
140702011574421, ,99,99,99,0,0,0,0
140702011581621, ,4,4,1,0,1,0,2
140702011583521, ,2,1,0,0,1,0,0
140702011600821, ,0,1,0,0,1,0,0
140702011603821, ,0,1,1,0,0,0,0
140702011604521, ,0,4,1,0,1,0,2
140702021023121, ,99,0,0,0,0,0,0
140702021030221, ,4,1,1,0,0,0,0
140702021030821, ,4,4,1,0,1,0,2
140702021031521, ,4,6,1,1,2,0,2
110107071033121, ,2,3,1,0,0,0,2
110107081010921, ,4,495,99,99,99,99,99
110107081011421, ,2,1,1,0,0,0,0
110107081011521, ,99,99,99,0,0,0,0
110107081012021, ,6,3,1,0,0,0,2
110107081024021, ,6,5,1,1,1,0,2
110107081032421, ,0,1,1,0,0,0,0
110107081041321, ,0,1,0,0,1,0,0
110107081050621, ,4,4,1,1,0,0,2
110107081053021, ,2,5,1,0,0,2,2
110107081060121, ,2,3,0,0,1,0,2
110107081070321, ,0,3,0,0,1,0,2
110107081080121, ,2,4,1,0,1,0,2
110107101011221, ,0,1,1,0,0,0,0
110107101012421, ,6,3,0,0,1,0,2
110107101020621, ,4,4,1,1,0,0,2
110107101022421, ,99,99,99,0,0,0,0
110107101031221, ,0,99,99,0,0,0,0
110107101031821, ,6,4,1,1,0,0,2
110107101040621, ,6,3,1,0,0,0,2
110107101040721, ,4,1,1,0,0,0,0
110107101052521, ,4,1,0,0,1,0,0
110107101063721, ,99,1,1,0,0,0,0
110107121040721, ,4,2,1,1,0,0,0
110107121043121, ,99,99,99,0,0,0,0
110107131032921, ,0,0,0,0,0,0,0
110107141012621, ,0,1,1,0,0,0,0
110107151022021, ,0,495,99,99,99,99,99
110107151033121, ,4,4,1,0,1,0,2
110107151051021, ,6,5,1,1,1,0,2
110107151053421, ,2,99,99,0,0,0,0
110107151061221, ,6,6,1,0,1,2,2
140702011530421, ,4,495,99,99,99,99,99
140702011541821, ,2,4,1,0,1,0,2
140702011550521, ,4,5,1,0,0,2,2
140702011563921, ,4,3,1,0,0,0,2
140702041043921, ,2,0,0,0,0,0,0
140702041082521, ,99,99,99,0,0,0,0
140702041083121, ,4,3,1,0,0,0,2
140702041090921, ,99,495,99,99,99,99,99
140702041093321, ,4,1,1,0,0,0,0
140702041093921, ,4,99,99,0,0,0,0
140702061850321, ,99,99,99,0,0,0,0
140702071280521, ,4,5,1,0,0,2,2
140702071292821, ,4,5,1,0,0,2,2
140702071292921, ,4,7,1,0,2,2,2
140702071294021, ,4,1,0,0,1,0,0
140702071302921, ,4,4,1,0,1,0,2
140702071303421, ,99,495,99,99,99,99,99
140702071304121, ,0,3,0,0,1,0,2
140702071304621, ,6,0,0,0,0,0,0
140702071314421, ,0,1,1,0,0,0,0
140702071333821, ,99,1,1,0,0,0,0
140702081864621, ,4,2,1,1,0,0,0
140702081872821, ,4,4,0,1,1,0,2
140702081873421, ,0,1,1,0,0,0,0
140702081890321, ,0,1,1,0,0,0,0
140702081895121, ,4,3,0,0,1,0,2
140702081912621, ,4,1,1,0,0,0,0
140702081914521, ,99,99,99,0,0,0,0
140702051581121, ,4,4,1,0,1,0,2
140702061830221, ,99,495,99,99,99,99,99
140702061841121, ,99,99,99,0,0,0,0
140702021040821, ,4,3,1,0,0,0,2
140702021041421, ,4,5,1,0,0,2,2
140702021043921, ,2,2,0,0,0,0,2
140702021044521, ,0,1,1,0,0,0,0
140702031080621, ,4,3,1,0,0,0,2
140702031081821, ,4,4,1,0,1,0,2
140702031082521, ,4,1,0,0,1,0,0
140702031111221, ,4,5,1,0,0,2,2
140702031112521, ,0,2,1,0,1,0,0
140702031120121, ,4,2,1,1,0,0,0
140702041030121, ,0,3,1,0,0,2,0
140702131030421, ,2,3,0,0,1,0,2
140702131031621, ,0,3,1,0,0,0,2
140702131042721, ,0,99,99,0,0,0,0
140702131051921, ,0,99,99,0,0,0,0
140702131053721, ,99,495,99,99,99,99,99
140702081915021, ,2,495,99,99,99,99,99
140702081922121, ,0,1,0,0,1,0,0
140702081941321, ,99,495,99,99,99,99,99
140702091800221, ,0,99,99,0,0,0,0
140702091801421, ,4,2,1,1,0,0,0
140702091820221, ,0,99,99,0,0,0,0
140702091823321, ,4,3,1,0,0,0,2
140702091833121, ,2,3,1,0,0,2,0
140702101511621, ,4,3,0,0,1,0,2
140702101512921, ,99,495,99,99,99,99,99
140702101534421, ,99,99,99,0,0,0,0
140702101552921, ,0,4,1,1,0,0,2
140702101555221, ,0,0,0,0,0,0,0
140702101560121, ,99,495,99,99,99,99,99
140702101583621, ,4,99,99,0,0,0,0
140702101584221, ,99,495,99,99,99,99,99
140702101614421, ,0,3,0,0,1,0,2
140702111341921, ,99,99,99,0,0,0,0
140702111343121, ,0,1,1,0,0,0,0
140702111370421, ,0,1,1,0,0,0,0
140702111380121, ,2,1,0,0,1,0,0
140702111382421, ,6,99,99,0,0,0,0
140702111384321, ,4,5,1,0,2,0,2
140702111422721, ,2,495,99,99,99,99,99
140702111442321, ,99,99,99,0,0,0,0
140702121620621, ,2,3,0,0,1,0,2
140702121622521, ,2,3,0,0,1,0,2
140702121652321, ,4,2,0,0,0,0,2
140702121653421, ,0,3,0,0,1,2,0
140702121681021, ,0,2,1,0,1,0,0
140702121682821, ,0,1,1,0,0,0,0
140702121684121, ,0,3,0,0,1,0,2
140702121711221, ,4,1,1,0,0,0,0
140702121720921, ,4,3,1,0,0,0,2
140702121722121, ,2,1,0,0,1,0,0
140702121725121, ,4,1,1,0,0,0,0
140702171144021, ,4,5,1,0,0,2,2
140702171160721, ,0,495,99,99,99,99,99
140702171163121, ,4,3,0,0,1,0,2
140702191021421, ,4,3,0,0,1,0,2
140702191050221, ,0,1,1,0,0,0,0
140702191060221, ,0,495,99,99,99,99,99
140702191061521, ,4,495,99,99,99,99,99
140702211230421, ,0,99,99,0,0,0,0
140702211231121, ,0,99,99,0,0,0,0
140702211232921, ,99,495,99,99,99,99,99
140702211240621, ,4,99,99,0,0,0,0
140702211241921, ,6,3,1,0,0,2,0
140702221202121, ,99,495,99,99,99,99,99
140702221202721, ,2,3,1,0,0,2,0
140702221203321, ,0,3,1,0,0,0,2
140702221211021, ,0,1,0,0,1,0,0
140729011012921, ,99,1,1,0,0,0,0
140729021002121, ,0,99,99,0,0,0,0
140729021981021, ,2,495,99,99,99,99,99
140729021982821, ,6,1,1,0,0,0,0
140729041492221, ,4,1,1,0,0,0,0
140729041493421, ,2,3,1,0,0,0,2
140729051780421, ,0,1,1,0,0,0,0
140729051781021, ,0,495,99,99,99,99,99
140729061641221, ,4,1,1,0,0,0,0
140702191062121, ,4,1,0,0,1,0,0
140702201000721, ,0,1,1,0,0,0,0
140702201001921, ,4,5,1,0,0,2,2
140702201004221, ,4,3,1,0,0,0,2
140702151063521, ,99,495,99,99,99,99,99
140702161543021, ,99,99,99,0,0,0,0
140702161550621, ,99,495,99,99,99,99,99
140702171110921, ,99,495,99,99,99,99,99
140702171113221, ,99,99,99,0,0,0,0
140702171120421, ,0,1,1,0,0,0,0
140702171122221, ,0,495,99,99,99,99,99
140702171141121, ,4,99,99,0,0,0,0
140702171142321, ,4,4,1,0,1,0,2
140729131392021, ,8,3,0,0,1,0,2
140729131392621, ,0,1,1,0,0,0,0
140729131411521, ,99,99,99,0,0,0,0
140729141110221, ,6,3,1,0,0,0,2
140729151261121, ,99,495,99,99,99,99,99
140729151262921, ,0,1,1,0,0,0,0
140729151263421, ,4,495,99,99,99,99,99
140729161030121, ,2,495,99,99,99,99,99
140729071990621, ,4,99,99,0,0,0,0
140729071991821, ,0,495,99,99,99,99,99
140729081602721, ,2,5,1,1,1,0,2
140729081603221, ,4,1,0,0,1,0,0
140729081603321, ,99,99,99,0,0,0,0
140729081603921, ,99,495,99,99,99,99,99
140729081604521, ,0,495,99,99,99,99,99
140729081605021, ,99,495,99,99,99,99,99
140729081610621, ,2,5,1,0,0,2,2
140729081614321, ,4,3,0,0,1,0,2
140729081642121, ,0,6,1,0,1,2,2
140729081645021, ,99,0,0,0,0,0,0
140729081690621, ,99,99,99,0,0,0,0
140729081690721, ,99,99,99,0,0,0,0
140729081693121, ,0,495,99,99,99,99,99
140729081725321, ,99,495,99,99,99,99,99
140729081732121, ,0,7,1,1,1,2,2
140729091330721, ,0,495,99,99,99,99,99
140729091333621, ,99,495,99,99,99,99,99
140729091351221, ,99,495,99,99,99,99,99
140729091362621, ,99,495,99,99,99,99,99
140729091372921, ,99,99,99,0,0,0,0
140729091380821, ,99,99,99,0,0,0,0
140729091383321, ,99,0,0,0,0,0,0
140729101370121, ,0,5,1,0,0,2,2
140729101420721, ,8,6,1,1,0,2,2
140729101423121, ,99,495,99,99,99,99,99
140729101423621, ,99,2,1,1,0,0,0
140729101424221, ,0,495,99,99,99,99,99
140729111180221, ,0,1,1,0,0,0,0
140729111181521, ,99,0,0,0,0,0,0
140729111193521, ,4,495,99,99,99,99,99
140729121911021, ,0,3,1,0,0,0,2
140729131370821, ,0,495,99,99,99,99,99
140729131371421, ,99,1,1,0,0,0,0
310101021060821, ,4,3,1,0,0,0,2
310101021063321, ,4,4,1,0,1,0,2
330300251123421, ,0,1,1,0,0,0,0
330300251152921, ,0,1,0,0,1,0,0
330300251161121, ,6,1,1,0,0,0,0
330300251164721, ,2,3,1,0,0,0,2
330300321020421, ,99,99,99,0,0,0,0
330300321022221, ,99,495,99,99,99,99,99
330300321042121, ,99,0,0,0,0,0,0
330300321060621, ,99,495,99,99,99,99,99
330300321061221, ,0,3,1,0,0,2,0
330300321061321, ,0,1,1,0,0,0,0
330300331031221, ,0,3,1,0,0,0,2
330300331032521, ,0,2,1,0,1,0,0
330300331060721, ,99,495,99,99,99,99,99
330300331141621, ,99,495,99,99,99,99,99
330300331153421, ,4,0,0,0,0,0,0
330300331162221, ,0,1,1,0,0,0,0
110107121031421, ,6,4,1,0,1,0,2
110107131020621, ,4,6,1,1,2,0,2
110107141012021, ,0,3,0,0,1,0,2
110107151043321, ,2,3,1,0,0,0,2
110107151063121, ,99,495,99,99,99,99,99
140702011542421, ,4,1,1,0,0,0,0
140702011543621, ,4,4,0,1,1,0,2
140702011560321, ,0,3,1,0,0,0,2
140702011564521, ,99,495,99,99,99,99,99
140702011571421, ,99,495,99,99,99,99,99
140702041071621, ,99,495,99,99,99,99,99
140702041073421, ,4,2,1,0,1,0,0
140702041082421, ,4,1,1,0,0,0,0
140702041091421, ,0,495,99,99,99,99,99
